Scenario	Replication	[CycleTime].SampleAverage/1[h]		[New].SampleAverage/1[h]		[Return].SampleAverage/1[h]		[FU].SampleAverage/1[h]		[WaitingRoom].AverageQueueTime/1[h]		[WaitingRoom2].AverageQueueTime/1[h]		[WaitDoc].AverageQueueTime/1[h]		[DocUtil].Value		[PAUtil].Value		[CAUtil].Value		[Rejected].NumberProcessed		[SorryWeAreClosing].NumberProcessed		[SorryWeAreClosing2].NumberProcessed	
6	6	1.5654398730200643		1.574271118192658		1.4508220640479987		1.7099838266859206		0.49155210664614596		0.7727704741116858		0.42285754781287255		0.9743067019320834		0.4862920123951041		0.2501521555125694		89.0		1039.0		896.0	
6	7	1.5520140062265737		1.5607473161037415		1.4414257722899901		1.6923466454940053		0.48674542065901544		0.7605458648050558		0.4176209928930193		0.9701382199603472		0.48512819484875		0.2504694361705903		89.0		1054.0		913.0	
6	8	1.5769250398850017		1.595821433017171		1.4657882440427137		1.7058959641660492		0.5056782505670016		0.7716610389915426		0.43109950312959494		0.9821513264852778		0.47686289147604166		0.24839725942229166		81.0		1130.0		933.0	
6	9	1.593212937354986		1.6198598058073543		1.4817927635805164		1.7127090889905132		0.5201524479424825		0.773336190676417		0.43509473899856216		0.9837019564069445		0.4832432721292013		0.24773115331430554		72.0		1199.0		992.0	
6	10	1.5729520803995314		1.5927240800525644		1.4658992917125586		1.6961642167724333		0.5089895658294634		0.7628578281461037		0.4255369232730316		0.9781004214474652		0.48568554747496523		0.2500277711599653		71.0		1129.0		961.0	
6		1.563116830760136	0.011742489794968355	1.577368304452565	0.015302752099281449	1.4515868362951672	0.01154040378183144	1.6977721075156902	0.011835781967742607	0.49342666173047445	0.01073289634672553	0.7643204618316829	0.011555614446619346	0.4244385921949112	0.0038200104652271745	0.976546109862705	0.002889090516019872	0.48432612183451385	0.003240012847276444	0.2494891083067986	7.209038782352888E-4	80.30000000000001	6.651032247704112	1075.8	47.91170174560698	925.4	30.71511339780467

7	1	1.669181938783661		1.6093626342005534		1.5792580145490285		1.8536509245860122		0.5769328743594544		0.8877787108883722		0.41656994320577767		0.9723009214360764		0.5097438479288888		0.25348902876836804		130.0		790.0		589.0	
7	2	1.6459220819929608		1.605680810847092		1.562721704374815		1.8001227611685702		0.5637365712325214		0.8532298531147356		0.4150014762539413		0.9742894924603471		0.4990344232059375		0.25442094248986113		117.0		748.0		545.0	
7	3	1.6519636245078175		1.612863033568812		1.5597765665713004		1.8170795533573718		0.5715769478280247		0.8626982366514621		0.4167270642505963		0.9746689056665973		0.50475822629125		0.2542995690829861		112.0		806.0		562.0	
7	4	1.6663697714168926		1.624825016468627		1.585001784642876		1.819088751645435		0.5789664617516357		0.8568722063417186		0.4202123640336731		0.9770735835807639		0.4963792977651736		0.25377398337180557		104.0		761.0		517.0	
7	5	1.672984622850828		1.631598179786706		1.6010778623778559		1.8135065280135496		0.5945193253892774		0.8536836523380927		0.4207912896511526		0.975949193635243		0.496052451285868		0.2542396824875694		132.0		782.0		523.0	
7	6	1.647316379177193		1.609076877152795		1.569617207937139		1.7929744390452058		0.5661106122418045		0.8341048542858084		0.4180700341645988		0.9773778093212846		0.49916420309375		0.25496222860159723		127.0		726.0		518.0	
7	7	1.665985055755759		1.6256758703492789		1.5745969442368621		1.8312633301188985		0.5800560519577231		0.8745635844648131		0.41688085097308003		0.9710139827551388		0.5029624052550694		0.2546684843352778		145.0		792.0		558.0	
7	8	1.6548540298900138		1.608993427423845		1.5620919218292366		1.8279490855491682		0.5669895087563922		0.8688693102099957		0.4213309046711155		0.9749719364844097		0.49419433322336803		0.25326695918638886		115.0		812.0		557.0	
7	9	1.6805543540536227		1.631591860079521		1.6023335740680829		1.8369821461250806		0.5874780147995537		0.8712374823797739		0.42669202290643043		0.983321819529236		0.5009909849830207		0.2532078380130208		108.0		840.0		572.0	
7	10	1.6784197544854942		1.6260215404008422		1.5956816736204462		1.8439422662797609		0.5881708918191372		0.8871989073327952		0.41959276436005144		0.9767654103518403		0.5036205875976736		0.2547272601596875		113.0		844.0		583.0	
7		1.6633551612914244	0.009012200307637514	1.6185689250278072	0.007348126515340485	1.5792157254207644	0.011616540665392892	1.823655978588905	0.013545603238983236	0.5774537260135524	0.007451921182283753	0.8650236798007567	0.011800667774844825	0.4191868714470417	0.0024044949169295224	0.9757733055220937	0.0023966364708992824	0.500690076063	0.0033696046412314013	0.25410559764965623	4.5187065663701716E-4	120.29999999999998	9.1234	790.1	27.107217578349868	552.4	18.714395438805933

8	1	1.4896127182606869		1.491176691956169		1.3628324971002914		1.6605222132079556		0.4175448280782333		0.6839578191335581		0.40579259368749737		0.9804824139671181		0.5055717673501389		0.25300585512458335		131.0		781.0		666.0	
8	2	1.4870285459408352		1.4959954098690158		1.3570847839292337		1.653476433189015		0.41678556461952504		0.6870835261604067		0.4061855462926304		0.9816875765969098		0.4934132038656249		0.25339596583875		122.0		777.0		635.0	
8	3	1.4845627501226255		1.491563510922194		1.348749771544933		1.6612076660319104		0.41510321814676676		0.6820574094190658		0.4046313843327235		0.9793914827445487		0.4992677045605903		0.25365602924965275		113.0		807.0		646.0	
8	4	1.4904072830673565		1.4945429870446911		1.356539341050658		1.667790707566078		0.4189240629010777		0.6880310368324087		0.4090313384721325		0.9818451179222917		0.48958402542267354		0.25265208174826387		109.0		804.0		620.0	
8	5	1.488809169717659		1.5010012716503989		1.3600209639345693		1.6518193685585993		0.421004499343417		0.6755029063560033		0.4090446298652597		0.9823162823897221		0.4905304145142361		0.25341755202809024		138.0		794.0		608.0	
8	6	1.4909071767135225		1.499101312625137		1.362579194202836		1.656047624464276		0.42039908119842084		0.6799656973194684		0.40670917726912603		0.9801682805604514		0.49665955710253473		0.253713182885		127.0		775.0		636.0	
8	7	1.4925649399719063		1.5019488660864433		1.3485648318711745		1.6782181087369197		0.42173231946238754		0.7100673692571349		0.4027547290937271		0.972460743392257		0.49797963251343746		0.25361735228368054		149.0		857.0		634.0	
8	8	1.5058885499335777		1.5232841269572122		1.3761707483811478		1.6623134700564937		0.43774838208085576		0.6889873037384174		0.4116392787261483		0.9830072666535763		0.4913913995062847		0.25236972133559027		119.0		873.0		616.0	
8	9	1.520688086581346		1.5373321249160041		1.3886922246722624		1.681797304946942		0.44912959824527693		0.7006824323315667		0.41449888840969257		0.9863528579940276		0.4952639095522917		0.25203864891947914		113.0		932.0		647.0	
8	10	1.515139826109466		1.529431012593882		1.3770761564214022		1.6856141462749337		0.4374404909456192		0.6976740186536708		0.41329764844725375		0.9842662854167012		0.5015455216917708		0.2544753034280556		113.0		852.0		611.0	
8		1.4965609046418982	0.009058329847815088	1.5065377314621147	0.012099415241235641	1.363831051310851	0.009302183025804546	1.6658807043033121	0.008630448178606448	0.425581204502158	0.008266112146248186	0.68940095192017	0.007524789613515467	0.40835852145961915	0.0027508712232535626	0.9811978307637603	0.002637329117018371	0.49612071360795834	0.0036692100094659697	0.2532341692841146	5.181227101669313E-4	123.4	9.211152362218312	825.1999999999999	36.91644368787438	631.9	13.109412711483298

9	1	1.4217787339039007		1.4747441661181813		1.25388274861058		1.6150141184980649		0.37177009920154996		0.7769739276537958		0.3893263099507377		0.9667581063667013		0.46394091724510417		0.24601686935538195		91.0		887.0		1531.0	
9	2	1.4001079393090738		1.456795992054438		1.235472785729246		1.581001571626652		0.3563362871643682		0.7493419120085711		0.3837347251339141		0.9683616443820139		0.45816577019034727		0.24791121369930552		82.0		792.0		1418.0	
9	3	1.4161526054333227		1.471799411207859		1.2477835733292273		1.6050355403824397		0.37175795680318896		0.7629056314674858		0.3901946703886996		0.9694204818725346		0.4576831431570486		0.24699916937541666		74.0		907.0		1491.0	
9	4	1.4034362846194357		1.4617941867219333		1.243072798993052		1.576643037978039		0.3619211179658152		0.7349112818328868		0.38729296173468203		0.9691558538967013		0.45476443963149304		0.24699084974024305		73.0		838.0		1384.0	
9	5	1.4132874642962736		1.4717000119867327		1.2486981543412885		1.5922898632143963		0.3731234522495575		0.752334660531427		0.39073333054100695		0.9703796794901389		0.4534325686518056		0.24670008357180556		98.0		921.0		1422.0	
9	6	1.4094636140165926		1.4730063845448196		1.2489692595538178		1.5777639665532077		0.36552396590891373		0.7277767285545141		0.3908454834851052		0.9740925514183679		0.45833770787513883		0.24807152058277776		89.0		819.0		1403.0	
9	7	1.405227651227383		1.4681442788826224		1.236481043050447		1.5843494912239955		0.3633499348415184		0.7467405637684734		0.38421716937628314		0.966037748602014		0.46047631915423615		0.248302050980625		92.0		829.0		1434.0	
9	8	1.4129085216739516		1.4642639014756265		1.2460738510821372		1.6038478751668446		0.3642590643606525		0.766385672332291		0.389632094137951		0.9708890551343056		0.4526263909342014		0.24629963830215276		85.0		879.0		1460.0	
9	9	1.4330180841989033		1.4982250541926947		1.2681571361227404		1.6059475649329982		0.3857780185035911		0.7567233181284415		0.39577746651615464		0.9752688097799652		0.4581681116983681		0.24640856146069445		77.0		912.0		1456.0	
9	10	1.421504601007506		1.4734415485522105		1.2568815731265675		1.6111540944001805		0.37024983495583597		0.7743593878640413		0.3930491090152676		0.9745618478756597		0.4559171872574305		0.24759595875756943		71.0		887.0		1531.0	
9		1.4136885499686342	0.007097188279409093	1.4713914935737118	0.007925384718811622	1.2485472923939103	0.006893566261690252	1.5953047123976818	0.010421115890461723	0.36840697319549914	0.005785654457710652	0.7548453084141928	0.011446161701673724	0.38948033202798016	0.0026322939995984057	0.9704925778818401	0.002308890066338337	0.45735125557951734	0.002408463082631778	0.24712959158259726	5.721422738363263E-4	83.2	6.623193682808922	867.1	31.720825702367833	1453.0	36.53439290312623

10	1	1.5678143745695476		1.4990850539676188		1.4557758329217434		1.793024622845714		0.4726881061884439		0.866400236010774		0.39168449156698887		0.979910939649618		0.5150068741073611		0.25689296720381943		77.0		424.0		545.0	
10	2	1.561103605257611		1.5014131544906342		1.4451587939306427		1.7819643872138442		0.47079380887560085		0.8535507179562596		0.3919903926900817		0.9767331540302776		0.5031080138495833		0.2573545981525		68.0		436.0		502.0	
10	3	1.5717376998286439		1.5139935450931137		1.459363743961744		1.7852939849532394		0.4809180940444491		0.8636276014749454		0.3929494046197124		0.9820424968115278		0.509350405314757		0.25727865713447917		60.0		464.0		548.0	
10	4	1.5880680798836662		1.5300059234450998		1.4784155141023128		1.7991204354932713		0.4958369419038775		0.8685599675418675		0.39766675353046116		0.9847871198655903		0.4973536734649999		0.25624475113072914		57.0		475.0		509.0	
10	5	1.5618870103529223		1.4992025072653317		1.4551990505141144		1.773078091786818		0.4722627253843338		0.8460515366939056		0.3955975393255885		0.982735528297743		0.4992411762877083		0.25695087963461805		77.0		478.0		502.0	
10	6	1.5735392746228427		1.5083109105151224		1.4754571431906662		1.7760618159678698		0.48761587830473396		0.850699837495233		0.39501412480082		0.9794802648124307		0.5030032037955903		0.25728776874548615		81.0		442.0		519.0	
10	7	1.5759086705544683		1.5058972397941688		1.4716685044643383		1.7938572451293482		0.48667853037269587		0.8767887724453748		0.3916746229635015		0.9762893398626041		0.5018134943083681		0.2576269524673958		76.0		446.0		577.0	
10	8	1.5801777864515094		1.529487294828647		1.4743736989333256		1.7773881471757014		0.49532890199999313		0.852301784534775		0.39665249993736196		0.9825498952426388		0.5002104821371528		0.2562858491525		71.0		503.0		520.0	
10	9	1.6031961754287984		1.5418533536636543		1.5116734045030067		1.7916374461000015		0.5117357888459204		0.8583465327264426		0.40287731283372685		0.9892715025218749		0.5053823396154167		0.2561820301848958		61.0		514.0		535.0	
10	10	1.6065054645493182		1.5349902809062028		1.5115999126509259		1.8119039181541858		0.512733504471444		0.8827640546525518		0.40149316475046626		0.9880378284497916		0.5030023115847917		0.2575645260567361		62.0		528.0		587.0	
10		1.578993814149933	0.011325051826319937	1.5164239263969592	0.01156244553579268	1.473868559917282	0.016156889542065157	1.7883330094819994	0.008558095131375312	0.48865922803914924	0.010968392940494901	0.861909104153213	0.008516049323331287	0.39576003070187094	0.002860729743834843	0.9821838069544097	0.003096637200430522	0.5037471974465728	0.003692258954610342	0.256966897986316	3.9542666236333816E-4	69.0	6.144059114298949	471.0	25.161466920670584	534.4	21.417316578880744

11	1	1.6931578461063082		1.5264591551388842		1.3680473538850089		2.2881417079149666		0.4417332659624755		1.320921032353185		0.38001429865607367		0.9753288157620138		0.5323450254954513		0.2583904218009722		76.0		618.0		150.0	
11	2	1.6975640996473653		1.5460374218651916		1.3774137886230111		2.2672256163654154		0.44964157061828214		1.3019076838322428		0.3823989478590146		0.975765910566736		0.5229019339404167		0.2589580239543055		66.0		608.0		98.0	
11	3	1.70024330783106		1.5409698388305133		1.3767911457516422		2.2813331292444032		0.45395412835400967		1.3191607342283276		0.3797513870148379		0.9765774338327777		0.5275209803913541		0.2588662862985764		59.0		662.0		138.0	
11	4	1.6959088046428163		1.53894217338699		1.3833018542412863		2.2648031280077277		0.4542341646948674		1.3035069202584213		0.38331975757023606		0.975876378482986		0.5154922365328125		0.25761921070003474		55.0		674.0		112.0	
