Scenario	Replication	[CycleTime].SampleAverage/1[h]		[New].SampleAverage/1[h]		[Return].SampleAverage/1[h]		[FU].SampleAverage/1[h]		[WaitingRoom].AverageQueueTime/1[h]		[WaitingRoom2].AverageQueueTime/1[h]		[WaitDoc].AverageQueueTime/1[h]		[DocUtil].Value		[PAUtil].Value		[CAUtil].Value		[Rejected].NumberProcessed		[SorryWeAreClosing].NumberProcessed		[SorryWeAreClosing2].NumberProcessed	

26	1	1.3383351411351925		1.4067998769346792		1.203691704511735		1.4683579379488518		0.30724429054346186		0.6177377294035015		0.38422374259898356		0.9744091993291318		0.45692801289624996		0.24699113247479168		151.0		562.0		1663.0	
26	2	1.3314471890283939		1.412917188174796		1.2007002167000531		1.4407342269617516		0.30988263774421304		0.5945480364317132		0.38223452547258635		0.9733955290944444		0.4479258877686806		0.24802506532052082		138.0		567.0		1571.0	
26	3	1.3566011139615017		1.427085045260733		1.227620231810111		1.4761288818134004		0.3300989674794445		0.6335849305145652		0.38791214497366144		0.9758318656172916		0.4474236657319444		0.2473689021412847		123.0		615.0		1685.0	
26	4	1.339658580448866		1.418235631614233		1.2091485944011962		1.452486221194023		0.3135136962718754		0.6060561945755565		0.38868812810412134		0.975779910821493		0.44215493290090274		0.24665456506277778		116.0		601.0		1624.0	
26	5	1.345884269455901		1.4160652497358392		1.211061427270101		1.4755677235835665		0.3165268985003894		0.6277480571529666		0.3895281739879654		0.9760387406793055		0.4411393571160416		0.24681111131965275		147.0		615.0		1664.0	
26	6	1.3386322217598094		1.420945436512352		1.2015448860378148		1.45826078052249		0.3103117947024338		0.6126226421523229		0.3882119438730875		0.9749006914155209		0.4436053105616667		0.24725748110444443		137.0		609.0		1681.0	
26	7	1.3341258795819297		1.413408081509056		1.1999337543291		1.4527535507186324		0.3096597390092194		0.6092061594060904		0.38339032733472556		0.9732990965232639		0.44611297774274306		0.24827979160222222		167.0		566.0		1626.0	
26	8	1.3518819009502419		1.4368325871785057		1.2165763412077395		1.4636500060115452		0.3248913881711625		0.6215310168494718		0.39115757231967574		0.9786254094300695		0.4395385010750347		0.2460095814875347		126.0		688.0		1651.0	
26	9	1.3619438905974277		1.4388693149204608		1.2270830940323456		1.4836307771321209		0.32607600681811744		0.632557668360975		0.39414306536391336		0.9792069240384028		0.44560755548298614		0.24621079161006942		124.0		626.0		1721.0	
26	10	1.3483875391631859		1.4315392019855324		1.210765506705478		1.4677569464698064		0.32153248455323946		0.6209029219795182		0.3892057620428108		0.9804435649253819		0.4467582232938194		0.2478539833059375		120.0		639.0		1693.0	
26		1.344689772608245	0.0071362093468711075	1.422269761382619	0.007757673968700734	1.2108125757005674	0.007312192625818958	1.4639327052356188	0.009334865483811803	0.31697379037935564	0.005809166444550389	0.6176495356826681	0.008820422869550731	0.3878695386071531	0.0026184819755453548	0.9761930931874305	0.0017593429493785516	0.44571944245700695	0.00346354300012283	0.24714624054292358	5.418997980753152E-4	134.89999999999998	11.604988377417701	608.8	27.58815833215403	1657.9	30.451613462015423

27	1	1.4649092396221888		1.4489710356955268		1.3788641740503598		1.6046103028247152		0.41778944718741207		0.6480601249297825		0.40237122867797837		0.9709890960720139		0.48794423694857636		0.24962574709114582		91.0		859.0		1066.0	
27	2	1.4429111440402689		1.4354345902288406		1.3616003324749026		1.5672425386435769		0.4036730357552063		0.6197447604404321		0.40316172694405494		0.9715099466732291		0.4741320036680208		0.2501655308505903		82.0		821.0		1083.0	
27	3	1.4668745351821688		1.4578312445189452		1.384532770055496		1.5938858460726963		0.42654963513772526		0.6474404513186781		0.4024184330682385		0.9708323782421527		0.4800830705888194		0.2501510721149306		74.0		879.0		1088.0	
27	4	1.45332433049606		1.4420492762907713		1.3805472657471027		1.5693226068997104		0.41315006336081284		0.626058933318927		0.4040799439167991		0.9728044636006596		0.4710659421165972		0.24966179305340275		72.0		817.0		1044.0	
27	5	1.4484311873767755		1.445542106020441		1.364946654028841		1.570229290621851		0.4098101156816132		0.6235721877161761		0.4019404685567624		0.9726965957753125		0.4748368876613194		0.25057518478833335		98.0		803.0		1023.0	
27	6	1.4670661425790175		1.4544025293026153		1.3922002460525151		1.5886150692588654		0.4263361787367895		0.6448517691020379		0.404507921003317		0.9701095527706944		0.4723421067673958		0.24971073671413194		89.0		871.0		1121.0	
27	7	1.451735380038586		1.4420170459406567		1.3695305572672511		1.5805348941394886		0.41614749691207226		0.6348250907408496		0.39810141434879726		0.9683297707894096		0.4764062540839236		0.25084429672395836		92.0		821.0		1092.0	
27	8	1.465727794634926		1.4627226762583312		1.3823690837267097		1.5874519434020566		0.42590894602516505		0.6414047024846392		0.4076220018671006		0.9735278142912154		0.471248508388993		0.24868626367795138		85.0		935.0		1085.0	
27	9	1.479599737684056		1.4780852458424214		1.4010790807117375		1.5934552818132819		0.43720229067272937		0.6390292722355273		0.4131999793218257		0.9782478645253819		0.4744940739020833		0.24840660818336804		77.0		965.0		1133.0	
27	10	1.4707681524957452		1.4694286399267031		1.3969871755661434		1.577703663760623		0.4324611596795464		0.6301519359982812		0.40775513388394863		0.9770593504982986		0.4774970530297222		0.2505687152419097		71.0		907.0		1121.0	
27		1.4611347644149792	0.008190740288514936	1.4536484390025253	0.009643372512193011	1.381265733968106	0.009442251835940286	1.5833051437436867	0.008850511737139593	0.4209028369149072	0.007532690740703519	0.6355139228285331	0.0073250521687279095	0.40451582515888224	0.0029623190969444778	0.9726106833238368	0.002185818742542826	0.47600501371554516	0.003609400891459877	0.24983959484397222	5.723927651355539E-4	83.1	6.713987908836296	867.8	39.08717382671713	1085.6000000000001	24.825271088952867

28	1	1.5089084905393597		1.582897579522169		1.3439125113457648		1.6479718769188185		0.45229911230602904		0.6679680942488099		0.420789167077444		0.9708016761963542		0.4947490355409722		0.24791201066055554		149.0		1223.0		877.0	
28	2	1.4899155750751958		1.5732495709458327		1.3247463057388615		1.6185724060265005		0.44856849957186357		0.6460551028338185		0.4140125705402697		0.9675442026759375		0.48738878359340276		0.2491761383317708		137.0		1196.0		794.0	
28	3	1.5132571924652718		1.5992495031265748		1.3496119797221602		1.6374317624588317		0.46636395873978026		0.6629363567943929		0.41871756178682334		0.9704868388265971		0.4879293989673611		0.2486044533820139		122.0		1249.0		882.0	
28	4	1.5009752464575972		1.5905324018868756		1.338715642076206		1.620164220021866		0.46024476958629823		0.644801633737293		0.42017003685665083		0.9707602017992362		0.4776417648081945		0.24738434192215278		113.0		1270.0		862.0	
28	5	1.4982297038249055		1.592429409809053		1.341289471308787		1.6024843955581607		0.461636554827127		0.6309292925788323		0.42025776954880434		0.9717642662886111		0.4831194178172222		0.24771665639756943		145.0		1332.0		829.0	
28	6	1.5038205396563544		1.5918435124404082		1.3404550935299044		1.6266343888860704		0.457356721000726		0.6552783205273222		0.419567331749234		0.9725852808148264		0.48132673730930553		0.24879413212312498		136.0		1208.0		868.0	
28	7	1.5016220081980973		1.5834737548453999		1.3393684932485566		1.628167323299075		0.4521535687375905		0.6569720441295959		0.41736151543949246		0.9689624722835068		0.4850168735369792		0.24885325335975694		166.0		1228.0		883.0	
28	8	1.5086440746005718		1.594851939014986		1.3460651968043535		1.6321868753466913		0.46398786809551157		0.6545222134930232		0.4224943285566423		0.9736240179384374		0.47594707150767357		0.24708532264131944		125.0		1336.0		856.0	
28	9	1.5319751060202347		1.6355242259465201		1.3662758174292917		1.636272496727027		0.4857451275142895		0.6534110998811875		0.4290627232037234		0.9778243208884028		0.48697282192854163		0.24664902730586807		123.0		1427.0		865.0	
28	10	1.5134020416609275		1.5947635413781835		1.347312635907084		1.6456268822788696		0.4623494512833817		0.6677381134331829		0.42018815847065394		0.9753482809616667		0.48775060590333336		0.24901856213208334		119.0		1310.0		866.0	
28		1.5070749978498517	0.008100882365308234	1.5938815438916003	0.011770068997605085	1.343775314711097	0.007473509918812658	1.629551262752191	0.009725310786281482	0.4610705631662598	0.007443427602266944	0.6540612271657458	0.00810239550837376	0.42026211632297383	0.002750435377301554	0.9719701558673577	0.0021657498815669035	0.48478425109129863	0.003942869346268731	0.24811938982562154	6.3672183409077E-4	133.5	11.662652056886548	1277.8999999999996	51.998072649281994	858.2	19.56277665772423

29	1	1.3564449157746956		1.4398144977278058		1.1384826359120022		1.5747149830748286		0.3095393220514125		0.5997664056552338		0.37075605820370494		0.9677772595329167		0.5025007839788541		0.25186306744493053		130.0		790.0		808.0	
29	2	1.3456649808367018		1.4577641908262051		1.1285542377824898		1.5325561317324163		0.31509474283498995		0.5675898833997581		0.37084933889859123		0.965608560868993		0.48886347195371527		0.2520872898721875		117.0		840.0		765.0	
29	3	1.3553785178916657		1.448831768166053		1.1353392800465265		1.5634471067096445		0.31961313019695065		0.5869980334692372		0.37120948071904336		0.9674920503541667		0.49604243635503475		0.2521905013084028		112.0		907.0		752.0	
29	4	1.3379186726566252		1.4463865131598774		1.1236789987510878		1.526531558821091		0.30743200118166153		0.5608636554925859		0.37188027912971255		0.9705128735052083		0.48300608477180557		0.2513640029645486		104.0		827.0		769.0	
29	5	1.3444301064639572		1.4467194280239288		1.13174543303262		1.534682328197593		0.31284150703821384		0.5660588928467268		0.3741841737378027		0.9709205351969097		0.48772974455118057		0.2519005671550347		133.0		854.0		749.0	
29	6	1.3496451169227468		1.4526045624410318		1.1349105863727333		1.5413235358103365		0.31531821451370023		0.5727549751834918		0.37235857686671026		0.9702063459919443		0.49112778594569445		0.2525478387294791		127.0		817.0		760.0	
29	7	1.34580477718851		1.449169317717938		1.1258834541150038		1.546889896131534		0.31498378703587104		0.5783266644764897		0.36958385600380855		0.9643265308748957		0.4896914947654861		0.2523533465670486		146.0		887.0		771.0	
29	8	1.363065765956873		1.4727698599050403		1.1398766779103247		1.5572698621970134		0.32446665922350015		0.5804776668286703		0.3779767165465015		0.974183115473507		0.4866579870877083		0.2512170564728125		115.0		876.0		771.0	
29	9	1.3680070738877668		1.4771943528566027		1.1504274067509848		1.5583077823077494		0.3271644205168207		0.5824774691610937		0.38053957941174094		0.9778881170752084		0.49048764074576384		0.25097391287652776		108.0		922.0		801.0	
29	10	1.3624507194539444		1.4596278753893168		1.1468413782695992		1.5613869371759233		0.32266847639126234		0.5921636132298299		0.3765361720162158		0.9728516057398263		0.4943041745433333		0.2528392064995833		113.0		884.0		805.0	
29		1.3528810647033485	0.006955419434538094	1.4550882366213802	0.008558743349903938	1.1355740088943371	0.0061918902228486625	1.5497110122158129	0.011226737246897928	0.3169122260984383	0.004604800774343686	0.5787477259743117	0.008754769453642246	0.37358742315338317	0.002593046464075132	0.9701766994613577	0.002933793105252755	0.49104116046985763	0.003907734981139181	0.25193367898905555	4.283993592999311E-4	120.5	9.352335890033036	860.4000000000001	30.052741276628968	775.1	15.56768080479555

30	1	1.3952185176969123		1.4670915913700344		1.205918399286707		1.5886589486075415		0.34965454149281977		0.7029548447287626		0.38400753087519734		0.9666995800138889		0.48856534062333334		0.24916482429340278		130.0		933.0		1018.0	
30	2	1.3857777890807046		1.4599925655846258		1.1935214241517773		1.5789988257214382		0.34580219301057563		0.6976352673823648		0.3827471943844106		0.9638794950202083		0.47845776081694447		0.2495966224972222		117.0		963.0		984.0	
30	3	1.404416110998981		1.4826030425448833		1.213463604225091		1.5924533410757782		0.36759141914075255		0.7091364024254924		0.3861695181793692		0.9654549431184374		0.47966503295861107		0.24903652648128471		112.0		1050.0		1032.0	
30	4	1.373726540921154		1.4575566207860857		1.1841706520225685		1.554229563899581		0.3417334856191615		0.6752672432423079		0.3815534723770157		0.9615321610565278		0.47484100851559025		0.24891033667048612		104.0		980.0		950.0	
30	5	1.37349252207937		1.4422597884452388		1.1924932252760732		1.5558912179085764		0.3355782624223353		0.6746346789217315		0.38082831502116027		0.9676335178558334		0.47924169581243053		0.2502030082474653		133.0		910.0		930.0	
30	6	1.3782932028592205		1.4590803166188877		1.1961598346742726		1.5506410495108196		0.3453658908610121		0.6716054735615101		0.38337682454632765		0.9650716785691319		0.4786550704155555		0.24978636778399302		127.0		962.0		981.0	
30	7	1.3752167695491353		1.4435911690375307		1.1904624134533226		1.5658692948315929		0.3437725644088472		0.6861829763813483		0.37744858109049845		0.9598590504920138		0.48044533624399305		0.25032890718354167		146.0		965.0		967.0	
30	8	1.3933208492421456		1.475636970276583		1.2109386477342465		1.5642329617774524		0.3598558740860385		0.679397039086598		0.3883352870106664		0.9667938284756596		0.4740361485301389		0.24856510878468752		115.0		1035.0		971.0	
30	9	1.411612465193748		1.5063613454584455		1.215652043920107		1.5897113898283823		0.37066112368082715		0.6997137293900605		0.3936474768526742		0.9729864810513541		0.47776416323611115		0.24819743795447916		108.0		1085.0		1011.0	
30	10	1.3894298562905496		1.4687885579812285		1.1981210450200304		1.5772813515591988		0.34978344562818153		0.6949426919713191		0.38367577725763136		0.9703709596779166		0.48050108361128474		0.25035613955260416		113.0		998.0		1014.0	
30		1.3880504623911922	0.009496342895844943	1.4662961968103543	0.013544064905594809	1.2000901289764199	0.00768558719709809	1.5717967944720364	0.011222739302344834	0.3509798800350551	0.008184433591111217	0.6891470347091495	0.009603772080501503	0.38417899775949516	0.0031747263758688565	0.9660281695330972	0.002770624087956737	0.4792172640763993	0.002818628723129615	0.24941452794491667	5.425716681851427E-4	120.5	9.352335890033036	988.1000000000001	38.862026051661246	985.8	23.35648117675263

31	1	1.4700610022922687		1.455845271609551		1.3513368888185393		1.65322839041535		0.40010216917458524		0.65802344529339		0.40131440812451175		0.9736833997346179		0.49445116645666665		0.25129927347725695		149.0		727.0		923.0	
31	2	1.4417928774838278		1.4420036810047923		1.3321565470397432		1.5956451003050958		0.388867922208787		0.6177241713518297		0.39658987057606915		0.9708616887096527		0.4857013766346875		0.25212370163600695		137.0		743.0		836.0	
31	3	1.46539988000059		1.4574706525585013		1.3528959963031801		1.6324357878113405		0.40482023928920124		0.638946748711893		0.3990773362440217		0.9742399940293403		0.48981240016677086		0.2526623280976389		122.0		748.0		837.0	
31	4	1.455842060722453		1.4393684411378596		1.3477195005438463		1.626522262667549		0.39047101440463405		0.6310015409012405		0.4030337391933129		0.9747419843671528		0.47973743764972215		0.25178562649437497		114.0		695.0		840.0	
31	5	1.4556247614400735		1.4567289560045873		1.342208654516982		1.6144147521298542		0.39666176353805555		0.6224024825767429		0.4016649617930354		0.9754653346712152		0.4823383499198263		0.25213645941885415		145.0		759.0		801.0	
31	6	1.4613675677440616		1.4647775560707408		1.3460773977234144		1.6223850618950977		0.40070051439473237		0.6288868222984839		0.4028005990530402		0.9759507716213889		0.4814060488465625		0.2525736113341319		136.0		715.0		850.0	
31	7	1.4513221458973087		1.4484249146568102		1.3255502015237133		1.6327815154118492		0.3907993870059316		0.642249230931706		0.3956784398423524		0.9690953015255902		0.4867824463684375		0.25295463007576385		166.0		721.0		839.0	
31	8	1.4710486350795653		1.4710820154251016		1.3538079890137817		1.6377558679345803		0.40072929281324365		0.6420785682048714		0.40957000711140473		0.9792818656251736		0.4772510345548958		0.25116761629420137		125.0		773.0		871.0	
31	9	1.4843395281490361		1.4866580225165957		1.3710407495422672		1.6413924620324636		0.416528643422993		0.6413971017706078		0.40903407287159094		0.9827353269300347		0.4863148783130555		0.2514067233205555		123.0		795.0		854.0	
31	10	1.471825208220027		1.4634685510526841		1.3554661442278166		1.6455470322591528		0.4040408234621106		0.6492266484682916		0.40433753616994056		0.9791873000503473		0.48807424800763893		0.2531190969087847		119.0		782.0		861.0	
31		1.4628623667029212	0.008753798524768902	1.4585828062037225	0.010020268952563907	1.3478260069253283	0.009071463812932628	1.6302108232862333	0.011868440129053894	0.3993721769714274	0.005938774386722638	0.6371936760509057	0.008773728624801788	0.402310097097928	0.0032982748259829933	0.9755242967264512	0.002905038534791745	0.4851869386918264	0.003653012315317012	0.2521229067057569	4.999242408310265E-4	133.6	11.564501884646825	745.8000000000001	22.814699405427188	851.1999999999999	22.46818789666848

32	1	1.5725202367227367		1.4838456304271261		1.3013064119264977		2.022019166115436		0.38964195535378704		1.079711235721806		0.38724109351085056		0.9747416819969096		0.5261621868272222		0.25641259561222224		76.0		704.0		328.0	
32	2	1.5523241114955593		1.4792804973120435		1.2939024234128		1.9685374363144976		0.3875373784621729		1.026783488593065		0.38590357149869137		0.9737915338988888		0.512385483378993		0.25702312628024304		67.0		705.0		279.0	
32	3	1.5704230891744038		1.4865567625258858		1.3075196818767585		2.002997518542474		0.39441656626230504		1.0634697548415704		0.3898817125194952		0.9755216809643402		0.5187860638144096		0.2567715659170486		59.0		744.0		338.0	
32	4	1.5567860120763028		1.490836520914652		1.2870822102262285		1.9846457295910123		0.38388698750636396		1.0547742695121989		0.3899922387532904		0.9734067210870486		0.5070011606720486		0.25576843138194444		55.0		717.0		333.0	
32	5	1.5670350429496196		1.510076777233019		1.3050073168575937		1.9702333723593608		0.40341013746332754		1.0394619089056538		0.3937502599079881		0.975207970196875		0.5091533636134722		0.2557920072540278		74.0		812.0		334.0	
32	6	1.5461141529307711		1.4887598069977872		1.2985361010851744		1.9363339930286696		0.38942308277674453		1.0121001295262526		0.3876733489252135		0.9733500138900694		0.5107712311335069		0.25647788241288194		78.0		727.0		349.0	
32	7	1.5635541613846564		1.4902512193228767		1.3019246898413517		1.9871194492643476		0.39427664645033306		1.0492162331463053		0.3859377165277132		0.9724027072092708		0.5166561451327777		0.25782569728225696		74.0		699.0		301.0	
32	8	1.570579923757226		1.5030539985678817		1.31152516135676		1.9840864894089		0.3997417284166063		1.0465027083618488		0.3957185031029383		0.9780034729093403		0.5054823068376388		0.2554446927698264		71.0		789.0		343.0	
32	9	1.5951364940102724		1.527267848790187		1.3274420363082593		2.0196221537248085		0.4122515662256651		1.0758856628909677		0.4007687206620517		0.9830695544380903		0.5139036518142361		0.255488094075		59.0		791.0		363.0	
32	10	1.5934288470029083		1.5194813640306102		1.3355625758938925		2.0113065128303664		0.41988641626388074		1.0752283084221348		0.396883575108826		0.9787597340369791		0.5149519683155208		0.256867460728368		60.0		850.0		357.0	
32		1.5687902071504456	0.01138740998664624	1.4979410426122068	0.011602456616820973	1.3069808608785316	0.010546543924518578	1.9886901821179872	0.01894293910889226	0.39744724651811864	0.008225647733684768	1.0523133699921805	0.015886525996151764	0.3913750740517058	0.0036747595165144455	0.9758255070627813	0.0023277603242386515	0.5135253561539825	0.004361479786371297	0.2563871553713819	5.486495265219307E-4	67.3	6.013593165487668	753.8	37.92372655950363	332.5	18.19078716823437

33	1	1.4083934971971233		1.4322659535352134		1.2358601614934135		1.621020720324131		0.3297108619002705		0.6131747011387478		0.38562409683089344		0.9869549270247917		0.514712758807118		0.2563769407536805		149.0		464.0		501.0	
33	2	1.3825990257410667		1.4247709739163403		1.207862952902769		1.5802713874013365		0.31338145089103153		0.5816802053652792		0.3833534835351042		0.9855056600860068		0.5007488706095485		0.25716575413628473		137.0		415.0		481.0	
33	3	1.3963299266362303		1.4314611947595408		1.2208189982539743		1.6008033925783651		0.3314652605320209		0.6049501117604787		0.3834631866397187		0.9825332607846874		0.508106841902986		0.25672438444024304		122.0		527.0		499.0	
33	4	1.3927225086104245		1.4289527185850535		1.2188008361491487		1.5936498519943478		0.3201890120399624		0.6036134908945953		0.38405021912599274		0.9875598924061805		0.4987882189018749		0.2562653256886458		113.0		465.0		461.0	
33	5	1.379643821507077		1.4191614409106506		1.2124757866759006		1.5689426672682159		0.31712746796386443		0.5780190179882477		0.3842511752359105		0.9833444025507291		0.5000315635829514		0.2565496856092361		145.0		500.0		467.0	
33	6	1.3891135414009579		1.429371680970394		1.2159512459881243		1.5843568207915235		0.3156800606261109		0.5937653535079976		0.3860382054989379		0.9895349035103819		0.5044491104799653		0.25719850930055554		136.0		445.0		473.0	
33	7	1.3863394314739101		1.4308221651561621		1.211104854082629		1.5826471516852914		0.3168018498290272		0.5914461483527633		0.38414888611495546		0.9856928965913194		0.5024947881321528		0.2574653994865625		166.0		436.0		523.0	
33	8	1.3910712369941085		1.4305444629095116		1.212158280462604		1.5967343959248763		0.319180715204695		0.5976735765049581		0.3860227581506822		0.9876203451106249		0.4975833453400695		0.25622071410065966		125.0		509.0		472.0	
33	9	1.4161374708120358		1.458610419354588		1.2471324225333844		1.6065893091857957		0.33538976809462306		0.600234313999732		0.3952526395302169		0.9983832374567707		0.5028056312249652		0.2561757243171875		123.0		477.0		511.0	
33	10	1.4053416628829773		1.4443684362596896		1.237128472572886		1.597550640898753		0.3374277237436827		0.6034897267820021		0.3881790034969343		0.9904265231560416		0.5035128714678819		0.2575174542635069		119.0		532.0		535.0	
33		1.394769212325591	0.008444257622074914	1.4330329446357146	0.00786321586379087	1.2219294011114834	0.009558004521702074	1.5932566338052636	0.010630596834802336	0.3236354170825289	0.0063792794064843426	0.5968046646294802	0.0077537269294185645	0.3860383654159346	0.0025481862974815403	0.9877556048677534	0.0031988850256904787	0.5033234000449514	0.0035831830071942797	0.2567659892096562	3.767766399549294E-4	133.5	11.662652056886548	477.0	28.151577291512456	492.3	18.108719279949092

34	1	1.4608570963819565		1.4817832549961099		1.3625643247412644		1.576154653058423		0.40802354248734407		0.6453027260490504		0.40495793703505095		0.9809454551884375		0.4946770125742013		0.25216193976684026		131.0		642.0		920.0	
34	2	1.4466183398199999		1.4782676047017977		1.3494128373482954		1.5493271047925714		0.4019658135021001		0.6238608753826926		0.4025163337833162		0.9792343751579514		0.4841575766082638		0.2530193162804861		122.0		632.0		834.0	
34	3	1.4676409290245478		1.5008989366133612		1.3660839437769343		1.5745974130393126		0.42268359152600654		0.6436944596987384		0.40623379082227123		0.9828156119344096		0.48628503931645833		0.25245668234809027		113.0		732.0		890.0	
34	4	1.47880579298189		1.505538441807478		1.373342638740769		1.5981889423120963		0.41781920261230526		0.6630960178194999		0.41241391264671495		0.9835728211334375		0.4771412372341667		0.2514819205899306		108.0		664.0		916.0	
34	5	1.4644972332016544		1.492967729004407		1.3640089360751422		1.5752156409485916		0.4127802286189565		0.6435120060449326		0.4091993529617431		0.9815260204879861		0.48127409342850697		0.2523686627042361		138.0		683.0		852.0	
34	6	1.4716193288873884		1.503812853669177		1.3694413571164077		1.5812251650996534		0.4197789759976019		0.6435855276702607		0.41007920548127147		0.9828516743943055		0.48210592496104165		0.2523018768952778		127.0		718.0		890.0	
34	7	1.4700121522823353		1.4968742667167694		1.373358493864878		1.577802929288431		0.4217388582455493		0.6468676063643157		0.40617142692442293		0.9785086052108333		0.4841559136804861		0.2532711281318055		149.0		646.0		893.0	
34	8	1.4575329475504735		1.490549501886383		1.354706932704468		1.5656442804132948		0.4076612635979384		0.6303698530024597		0.41064601140045953		0.9846070913999999		0.4794390680260764		0.2516770004586111		119.0		715.0		868.0	
34	9	1.499608135148843		1.5282634973078808		1.400076435521131		1.609365232638998		0.4365087270384386		0.6600507695052201		0.4190510353123142		0.9905352732739583		0.48521874348902777		0.25207042284947917		113.0		690.0		883.0	
34	10	1.4748784502499732		1.5026486853516121		1.379693572568655		1.5792553234549846		0.4228748614635397		0.6416790489033983		0.4119542041952336		0.9868972122754166		0.4868091412338194		0.25348302523118055		113.0		711.0		886.0	
34		1.469207040552906	0.010104402458140349	1.4981604772054977	0.01003331346177779	1.3692689472457946	0.010060192610836101	1.5786776685046358	0.011671982133448994	0.41718350650897806	0.007111397251290014	0.6442018890440568	0.008359045146897665	0.40932232105627986	0.0033577072200713302	0.9831494140456736	0.002562031145764715	0.4841263750552049	0.003433382357060301	0.25242919752559373	4.679388966037251E-4	123.3	9.302355634999126	683.3	25.562824092028652	883.2	18.85241264560056

35	1	1.5661387524668609		1.5387348294150434		1.4759885358644158		1.7194233625360056		0.5063746421857379		0.7539132038431546		0.4043723138037561		0.9728861749736458		0.5069581433979513		0.25351742940180555		130.0		726.0		647.0	
35	2	1.5358659085510897		1.5134643658681854		1.4631410438015016		1.6587697959443775		0.49042649994183535		0.7109320196410353		0.39969430529986727		0.9727422347337499		0.4980954712993403		0.25457456095024306		117.0		688.0		584.0	
35	3	1.540336714892342		1.514953406232132		1.451732732636553		1.688918734102305		0.49323644239007497		0.7369385105423261		0.4000094299262637		0.97077110266875		0.49943349607291665		0.2538555226897222		112.0		789.0		636.0	
35	4	1.5499613121647677		1.5302460588848599		1.4787693928917194		1.6683435387414765		0.5050005741027093		0.7220288094610126		0.40540953527173323		0.9733176654304165		0.4917099693171527		0.25297921508305554		104.0		761.0		620.0	
35	5	1.537449552761875		1.5156846843375074		1.4592070266809911		1.6675262592417286		0.48806061573868664		0.7179324848085693		0.40383959838307804		0.9759284026403124		0.49380741579798604		0.25427966776072913		133.0		682.0		615.0	
35	6	1.5444818625717882		1.522504245999884		1.4601543866085605		1.6840486858784474		0.4921140744096815		0.7340366915432773		0.4020224340126454		0.9732945859392013		0.49626601226833333		0.2544301707921875		127.0		716.0		596.0	
35	7	1.5489386331824706		1.5221158594742723		1.4660553793380826		1.6920015491038523		0.4985647477078521		0.7462908408231688		0.3985004719501673		0.9709360112105208		0.49727145658180555		0.2549180790679861		146.0		684.0		630.0	
35	8	1.550140104489388		1.5290980735054294		1.4746903606265598		1.6763871083740172		0.5047485716054861		0.7281491593363034		0.40496112005563334		0.9749471531062848		0.48929337194208333		0.25273407906006945		115.0		803.0		641.0	
35	9	1.5746685224525987		1.5488868952657222		1.5048891418354176		1.6977662196675867		0.5182527397124725		0.7382524890657811		0.4116724217549176		0.9834689681448263		0.49703738426107635		0.2532394395621528		108.0		758.0		649.0	
35	10	1.555991729662546		1.5276330170567547		1.4746749500969363		1.6979665170892835		0.4973574199178631		0.7389107885253514		0.4043597658947432		0.97953616904375		0.49963177099722217		0.25550619876086805		113.0		684.0		645.0	
35		1.5503973093195726	0.008875385279107294	1.526332143603979	0.008008241132622945	1.470930295038074	0.010596154722116162	1.685115177067908	0.012898029326008677	0.49941363277123996	0.006612423054719833	0.7327384997589981	0.00938831686439841	0.4034841396352805	0.002697892582658583	0.9747828467891458	0.002845263179641177	0.4969504491935868	0.0034665243684549474	0.2540034363128819	6.389688455305666E-4	120.5	9.352335890033036	729.1	32.917001066925884	626.3	15.980709382252096

36	1	1.5574157378705018		1.5482757642277951		1.319482320108286		1.8758491967960387		0.4205377279672147		0.8591134398345307		0.39930606856756173		0.977721123673125		0.5245198355889931		0.254887923263993		130.0		929.0		258.0	
36	2	1.5266035931704465		1.5090763607069373		1.2944585910331272		1.8453222894647645		0.39753627543606246		0.830217248522122		0.39516687090268693		0.9730536698660762		0.5130196656636111		0.2558654733259722		117.0		878.0		218.0	
36	3	1.5601038824902795		1.5541724588406254		1.3246607126483076		1.8681543563154697		0.4296216592776085		0.8514162798013386		0.40199969543384306		0.9760219478084375		0.5203364115773611		0.25501802098229165		112.0		1029.0		242.0	
36	4	1.5418166397425932		1.5412706856146263		1.3009136981611333		1.8537549793157768		0.4110193101562981		0.8407610119560791		0.4006534491120536		0.9782049986782639		0.5088910257675348		0.25461813867916666		104.0		936.0		227.0	
36	5	1.5315109529820519		1.523555284650841		1.300625123032632		1.837243428484207		0.40516835665966494		0.8317501226367857		0.3982813809500751		0.9789848948103125		0.5113722409448959		0.2553709810817361		132.0		929.0		214.0	
36	6	1.5543188825003833		1.5413994522978607		1.3064609013705257		1.8874056990136105		0.4107285061412642		0.8739291465096627		0.3984777743285404		0.9775174119570486		0.5153416759887153		0.2560491528409375		127.0		841.0		251.0	
36	7	1.5485811830852092		1.5358243288126903		1.3100840959703584		1.8679367793695056		0.4145325301640682		0.8615427855754296		0.397022434150006		0.9728721423512153		0.5182599020300347		0.2560011756401736		145.0		903.0		271.0	
36	8	1.569419609005817		1.5702391547289907		1.3313664886261607		1.8734124400203638		0.4373225346902888		0.8560410607820831		0.40786686232025743		0.9832887799039236		0.5089610972825		0.2536684227373611		115.0		1072.0		244.0	
