Scenario	Replication	[Times].UTIL		[Times].ID		[EntitySink1].NumberProcessed		[CycleTime].NumberProcessed		[CycleTime].SampleAverage /1[h]		[CycleTime].SampleStandardDeviation /1[h]		[New].SampleAverage /1[h]		[New].SampleStandardDeviation /1[h]		[Return].SampleAverage /1[h]		[Return].SampleStandardDeviation /1[h]		[FU].SampleAverage /1[h]		[FU].SampleStandardDeviation /1[h]		[WaitingTime].SampleAverage /1[h]		[WaitingTime].SampleStandardDeviation /1[h]		[RejectedClosing].SampleAverage		[RejectedClosing].SampleStandardDeviation	
6	5	26.0		6.0		16610.0		16328.0		1.5162560617545324		0.7277566877919742		1.495823089206155		0.6707517925502999		1.367447523985802		0.6806503752947469		1.7358166385603702		0.787832744242043		0.9395055751259234		0.6975462983727674		0.016977724262492527		0.12919166376741806	
6	6	26.0		6.0		16619.0		16334.0		1.4848620255693046		0.7207174222920141		1.4740376739481629		0.6633580879530976		1.341263999838172		0.685345715887549		1.6893958809385854		0.7726570251775817		0.9145336448409589		0.695253069470051		0.017149046272338972		0.12983054626440363	
6	7	26.0		6.0		16626.0		16387.0		1.5026986253132768		0.7451290455109899		1.4762737739893643		0.6605631258575068		1.3345822626173847		0.6803861111602184		1.7563761648848994		0.8348403756246959		0.9298503601654385		0.7227518237735048		0.014375075183447591		0.1190348042945968	
6	8	26.0		6.0		16662.0		16405.0		1.5146359932255518		0.725623157960908		1.4880271792261872		0.6597160687297885		1.3670755385675382		0.6766195258697416		1.7417700870036827		0.7943437436245017		0.9391028227387171		0.6974743944005618		0.015424318809266618		0.1232368479514007	
6	9	26.0		6.0		16673.0		16392.0		1.5548642719182557		0.7542847247361975		1.5295930970216796		0.6885288072725784		1.4115804827810154		0.7067198603495478		1.7710825501310041		0.8253725166030967		0.9759283330794132		0.72481829427723		0.016853595633659107		0.12872663206562798	
6	10	26.0		6.0		16670.0		16399.0		1.4989895102934685		0.7260987560707901		1.4752970441700493		0.651133250339002		1.352200211180934		0.673249272262045		1.7213217432652224		0.8082940199916574		0.9271919936628181		0.7049355136803637		0.016256748650269912		0.12646511846070593	
6		26.0	0.0	6.0	0.0	16626.199999999997	26.092758017503726	16356.4	29.128611690913257	1.5095739920266111	0.013543555776622127	0.73416845774385	0.008434457957636251	1.484955446119188	0.0128691475602411	0.6617617422543371	0.008710685376229137	1.355787976907436	0.016236905379462475	0.6808398253627214	0.008874708615708526	1.7420088090755412	0.0200874570437947	0.8096107507779183	0.019907976508414686	0.9348558666099321	0.011930192112108376	0.7074148048065272	0.008080225378212767	0.01622755331517016	7.180079011822721E-4	0.12629566119011826	0.00278869783345774

7	1	26.0		7.0		16614.0		15871.0		1.6176681773291293		0.7638968256300326		1.6284281814613821		0.7317818279504523		1.5185789364639342		0.7159705658364924		1.751124827616623		0.8418237361031562		1.0621198554676823		0.7443399679861987		0.044721319369206675		0.20669759196198753	
7	2	26.0		7.0		16641.0		15917.0		1.630664730177447		0.7649032297843577		1.6517561501904816		0.7327225235939141		1.5488663734764527		0.7324331514638865		1.7268752808262664		0.830468569612783		1.0751317012772974		0.7467229597784364		0.04350700078120307		0.20400157478335093	
7	3	26.0		7.0		16669.0		15889.0		1.6501652017390187		0.7638776934800545		1.6584940335936802		0.7268177382804732		1.5575832313779687		0.7264577234177099		1.77675986387811		0.8358107582188022		1.0973855908326198		0.7509861738064179		0.04679344891715149		0.21120250488768277	
7	4	26.0		7.0		16574.0		15820.0		1.6308839333102374		0.7717687902541828		1.6429213833403526		0.7353452104714742		1.5377567815685784		0.7419678133999931		1.7530894465462512		0.833474168990122		1.0787158533273196		0.7549253197559075		0.04549294075057337		0.20838894696582824	
7	5	26.0		7.0		16638.0		15853.0		1.6582038105312393		0.7681018910854255		1.6562784424138208		0.7339516767788256		1.5791118345849426		0.7405237322950701		1.7765340080625118		0.8277481301079797		1.1040462237590618		0.7497924376157876		0.04718115158071862		0.21203252729577163	
7	6	26.0		7.0		16639.0		15946.0		1.6081550956207094		0.7401108430293593		1.6129895547161057		0.6997526806651039		1.520767266780594		0.7032082121840222		1.7301839758309472		0.8143233847797248		1.0551322714823121		0.7229831982702969		0.04164913756836353		0.1997921067101046	
7	7	26.0		7.0		16646.0		15935.0		1.594262938134662		0.7462138308216807		1.5973399453333421		0.7026405754077103		1.504671061914769		0.7067296026931695		1.7222625932701645		0.8258896670476774		1.042357726323772		0.7297371163831483		0.042712964075453545		0.20221528943877817	
7	8	26.0		7.0		16684.0		15948.0		1.6413339241339326		0.7613126371118849		1.6506450323756126		0.7351581411118023		1.5617366411929843		0.7204850937889717		1.7466941556703917		0.8310726644246441		1.0882722091046113		0.7459924324440602		0.04411412131383352		0.2053547983890902	
7	9	26.0		7.0		16692.0		15899.0		1.665986604582525		0.7738219580701547		1.6773158240731378		0.7379373689553649		1.5818627489461623		0.7360134504977925		1.7767989688782695		0.8484795468313355		1.10977064153467		0.7548719550752083		0.047507788161994066		0.21272872235702328	
7	10	26.0		7.0		16695.0		15891.0		1.6337795387527951		0.7784771798914129		1.6383990259222472		0.7374888786592275		1.5443926661957699		0.7394032647500438		1.7605863514706468		0.8574017028159729		1.0835186098994825		0.7575634100892386		0.04815813117699895		0.21410668231259783	
7		26.0	0.0	7.0	0.0	16649.2	26.905864300556356	15896.9	29.676294418946704	1.6331103954311694	0.01590700139147985	0.7632484879158546	0.008506157650201263	1.6414567573420162	0.016731732399970983	0.727359662187435	0.010128095035418203	1.5455327542502157	0.01837285777776544	0.7263192610327152	0.010139042732950906	1.7520909472050183	0.014938352912617482	0.8346492328932198	0.008698562383605958	1.079645068300883	0.01550146738711647	0.7457914971204701	0.008009553338358014	0.045183800369549686	0.001576060988106207	0.2076520745102215	0.0034603885719363017

8	1	26.0		8.0		16572.0		16170.0		1.4808623936719658		0.7059397310032055		1.5129723923166014		0.6475792125061204		1.3690737173427632		0.6841731464731899		1.6046945603580307		0.7659598686148916		0.9097082331683257		0.677717073698197		0.024257784214337424		0.1538530873228692	
8	2	26.0		8.0		16594.0		16221.0		1.477619399651859		0.6925475627540452		1.5253325287292467		0.6373189733666192		1.3651121281467713		0.6752624700037995		1.5836852019410599		0.7455931509312527		0.9078408758685707		0.6692153974881573		0.02247800409786666		0.14823652602274096	
8	3	26.0		8.0		16623.0		16231.0		1.4990946243647125		0.7005164324718457		1.5410902230834806		0.6637056532987763		1.392331122183066		0.682998444976473		1.604805010588008		0.7394877504435986		0.9290928875243171		0.6769916379588854		0.023581784274799858		0.15174672641846287	
8	4	26.0		8.0		16530.0		16128.0		1.4784660435987178		0.7088390997342938		1.536169826539228		0.6753875071955526		1.3529028250421642		0.675770719194728		1.5936701249208682		0.7575177576736483		0.9132738584512626		0.6875222057515984		0.024319419237749464		0.15404356728642052	
8	5	26.0		8.0		16590.0		16138.0		1.5088854218659902		0.7213385554309639		1.5497092182029168		0.6786174687820745		1.4052445871353307		0.7088420482667861		1.6124988008019985		0.7609629115499067		0.9399664735101955		0.6965001465109744		0.027245328511151287		0.16280239006735714	
8	6	26.0		8.0		16598.0		16250.0		1.4668817286427156		0.6775442108148662		1.497481209052641		0.625654343791463		1.3618957026253915		0.6627154831799504		1.5800512920043823		0.7245061637361874		0.8983495193548927		0.6562589927523671		0.020966381491746077		0.1432760591172086	
8	7	26.0		8.0		16595.0		16265.0		1.4667577771152764		0.6889142113857017		1.5072117177889195		0.6421549590686795		1.3446768171875718		0.6611564451009216		1.5947998592578512		0.7419644076665356		0.8969448604132075		0.6625846251411481		0.019885507683037033		0.13961106257246123	
8	8	26.0		8.0		16645.0		16253.0		1.504250947949956		0.7087692766316716		1.556788516299612		0.6672272778649128		1.398812728558172		0.6926008108091117		1.5962671240010111		0.7518202745359845		0.9355281966315858		0.6842284062073152		0.023550615800540624		0.15164882437408314	
8	9	26.0		8.0		16650.0		16154.0		1.5292941926832901		0.7572988224831454		1.5720983850857528		0.703911366187629		1.4163708169023215		0.7431416530800259		1.6417925490962217		0.8055135100259327		0.9604911329725734		0.731810097794501		0.02978978978978976		0.17001204132561684	
8	10	26.0		8.0		16651.0		16238.0		1.4899534470482019		0.7202938882551252		1.5300253771013812		0.6734950547849488		1.3743857908842496		0.68970712806127		1.608894392217705		0.7812822993690091		0.9237344581596865		0.7002718079978534		0.024803315116209174		0.15552994378843968	
8		26.0	0.0	8.0	0.0	16604.800000000003	27.470445896635628	16204.8	37.08699057297571	1.4902065976592684	0.014366682934941108	0.7082001790964865	0.015728039745753236	1.5328879394199781	0.01659573133788032	0.6615051816846775	0.016696962385923962	1.3780806236007803	0.017047008258300966	0.6876368349146257	0.01720888230642289	1.6021158915187137	0.012452353214568123	0.7574608094546947	0.01648979611665975	0.9214930496054617	0.014410950392905476	0.6843100391300997	0.015550847853917108	0.024087793021722734	0.0020457696308820088	0.153076022829566	0.00627933870379392

9	1	26.0		9.0		16623.0		16194.0		1.63120415208557		0.7814223663209444		1.6370714788929919		0.7266008944845623		1.487843640308847		0.7366126945546403		1.8188258329597944		0.8506064644987285		1.0600219490997234		0.7540956421515489		0.025807615953798907		0.15856574491732192	
9	2	26.0		9.0		16646.0		16193.0		1.616437221590013		0.7709317680480505		1.6395059727455727		0.7238082269153755		1.4791065651267576		0.7176081810592465		1.7786384724487805		0.8495197726652775		1.0513681161666808		0.7523981074685155		0.027213745043854383		0.16271062528785338	
9	3	26.0		9.0		16673.0		16215.0		1.6376545348401395		0.768814388877668		1.6691725196018399		0.7328309241395848		1.5043706309176603		0.7233858490981014		1.7839766870507787		0.8315074944667393		1.0705586634415558		0.746364174383404		0.02746956156660481		0.16345209432816946	
9	4	26.0		9.0		16578.0		16074.0		1.6260094742733167		0.7874905571872443		1.6565902604417406		0.7497950799316978		1.4971574832396368		0.7460167046185718		1.7692128872961757		0.8499598962978894		1.0648584310976084		0.7623353625339425		0.03040173724212822		0.1716952236664809	
9	5	26.0		9.0		16642.0		16212.0		1.615542075233406		0.7673611219610329		1.6425831061404166		0.7424324960234668		1.4887369426092263		0.7268272389407308		1.760396773823175		0.8165113286705126		1.0478178338308035		0.744324377000684		0.025838240596082133		0.15865729887367105	
9	6	26.0		9.0		16640.0		16222.0		1.604337323016102		0.7680332525267984		1.6354067829797414		0.7375993500786162		1.4676013894942412		0.7218711873327683		1.7557107987405833		0.8245972603154901		1.0409776139634908		0.745597682819708		0.0251201923076924		0.1564948562713436	
9	7	26.0		9.0		16651.0		16229.0		1.5973972904175089		0.7710405999310449		1.6277973389830085		0.7297760253600207		1.4602151270808856		0.727132159116622		1.7506469297479375		0.8345198570805674		1.032078819735955		0.7455327574437853		0.02534382319380223		0.15717187214679043	
