Scenario	Replication	[EntitySink1].NumberProcessed		[CycleTime].NumberProcessed		[CycleTime].SampleAverage /1[h]		[CycleTime].SampleStandardDeviation /1[h]		[New].SampleAverage /1[h]		[New].SampleStandardDeviation /1[h]		[Return].SampleAverage /1[h]		[Return].SampleStandardDeviation /1[h]		[FU].SampleAverage /1[h]		[FU].SampleStandardDeviation /1[h]		[WaitingTime].SampleAverage /1[h]		[WaitingTime].SampleStandardDeviation /1[h]		[RejectedClosing].SampleAverage		[RejectedClosing].SampleStandardDeviation	
2	10	17993.0		16994.0		1.5456809373812568		0.8149149342575543		1.5756818561714547		0.7538264927402437		1.3402228886861245		0.7124377070185226		1.8060743734420495		0.9267417735898175		1.0365257060875062		0.7929397500001574		0.05552159173011732		0.2290018758699041	
2		17960.699999999997	55.688961789209394	16958.0	48.47698152319342	1.5711576728071739	0.013038417440278352	0.8115509427419297	0.00862836405429182	1.6002899388882648	0.016828717168197296	0.7495157052225018	0.0076009523454974096	1.3658493376593968	0.011395723710485453	0.7204604483267988	0.010072337361017624	1.8300918210498895	0.019821060318853532	0.9116765402920535	0.01550001794430964	1.058521870397124	0.011834310604168658	0.7888532358853758	0.007915482949425992	0.05582356352144103	0.0017010722524836528	0.2295336180831099	0.003325810955879975

3	1	17885.0		17040.0		1.5291546600014998		0.7918071680575823		1.541749193747479		0.7090389334940294		1.3141192579604217		0.6847304025773843		1.8220699221023697		0.9143339293104863		1.0147806688835264		0.767466460476292		0.04724629577858556		0.21217115807027287	
3	2	18095.0		17182.0		1.5446348062002704		0.8011917409053579		1.550959145065629		0.7124058216592283		1.3243290179610518		0.6920122551381146		1.8446365884296299		0.9228999812253577		1.032805521474362		0.7770243468280577		0.05045592705167177		0.21888986802289637	
3	3	17908.0		17000.0		1.5343913773475704		0.7925005101836918		1.5716199154708663		0.7466276382684005		1.3262243662481683		0.7039629280038421		1.7912329340010835		0.8743278456064089		1.0229653792828326		0.7694068555389414		0.05070359615814158		0.2193978792595767	
3	4	17845.0		16947.0		1.5021941489850024		0.7962282944802788		1.535313037155198		0.7312515788336204		1.2981050431701577		0.6980709539951164		1.7598253341674273		0.9080021886149242		0.9966332317481416		0.7762574942430467		0.0503222191089942		0.2186151220252807	
3	5	18013.0		17088.0		1.5482819958480054		0.7904673189450321		1.5808676917505993		0.7306253404821984		1.3403559153727773		0.7097156470637979		1.805448020450095		0.8742200014302445		1.0369839792241713		0.7654705948700294		0.05135180147671135		0.22072040806459242	
3	6	17956.0		17125.0		1.5249809943366965		0.7761575503539778		1.5615724883309132		0.7066724375997991		1.3090792520436167		0.6694820262840089		1.7862046883689917		0.8908939613749478		1.0135422757310937		0.7570685596287019		0.04627979505457762		0.21009624908522206	
3	7	17897.0		17082.0		1.51439057038962		0.7938903009268924		1.5339360508769		0.7196918144111287		1.3082157816163194		0.6879240616166167		1.7850326977503639		0.9172497837010821		1.0040626114384112		0.7690447981833538		0.045538358384086715		0.20848751769196563	
3	8	18042.0		17144.0		1.5315679283277928		0.7893746794561478		1.5478093310840122		0.7153655809888143		1.3331999162987305		0.6935152485447864		1.7946669428700743		0.9031659584842144		1.0208159663909817		0.7658123559750152		0.049772752466467396		0.21748114201168892	
3	9	17973.0		17036.0		1.5433253467237715		0.7957291333415355		1.5886401607677785		0.7465199025927267		1.3341232838331727		0.6957382707937283		1.7879488026824293		0.8943338789634561		1.029150670577606		0.7722292173037106		0.05213375618984024		0.22230289529444816	
3	10	17993.0		17106.0		1.5219138327638075		0.7943089817650532		1.5509303006423858		0.7283168065131191		1.3176190722179142		0.6892715286716201		1.7846016297518656		0.9117405624719032		1.0143274842097376		0.7754950093454185		0.049296948813427444		0.21649333596603362	
3		17960.699999999997	55.688961789209394	17075.0	50.37938894428938	1.5294835660924038	0.01026426407899248	0.7921655678415549	0.004680972901684557	1.556339731489176	0.013474710536260263	0.7246515854843064	0.010342841736018495	1.320537090672233	0.00959815142430719	0.6924423322689016	0.007879536350879412	1.796166756057433	0.016653380841475034	0.9011168091183025	0.012310178428051235	1.0186067788960864	0.009008162663359675	0.7695275692392567	0.004360098400381387	0.04931014504825038	0.0015870402645427018	0.21646555754919772	0.0033292830919511088
